0.5,-0.000325520833333333
1,-0.00260416666666667
1.5,-0.0087890625
2,-0.0208333333333333
2.5,-0.0406901041666667
3,-0.0703125
3.5,-0.111653645833333
4,-0.166666666666667
4.5,-0.236653645833333
5,-0.3203125
5.5,-0.415690104166667
6,-0.520833333333333
6.5,-0.6337890625
7,-0.752604166666667
7.5,-0.875325520833333
8,-1
8.5,-1.12467447916667
9,-1.24739583333333
9.5,-1.3662109375
10,-1.47916666666667
10.5,-1.58430989583333
11,-1.6796875
11.5,-1.76334635416667
12,-1.83333333333333
12.5,-1.88834635416667
13,-1.9296875
13.5,-1.95930989583333
14,-1.97916666666667
14.5,-1.9912109375
15,-1.99739583333333
15.5,-1.99967447916667
16,-2
16.5,-2.00065104166667
17,-2.00520833333333
17.5,-2.017578125
18,-2.04166666666667
18.5,-2.08138020833333
19,-2.140625
19.5,-2.22330729166667
20,-2.33333333333333
20.5,-2.47265625
21,-2.63541666666667
21.5,-2.81380208333333
22,-3
22.5,-3.18619791666667
23,-3.36458333333333
23.5,-3.52734375
24,-3.66666666666667
24.5,-3.77669270833333
25,-3.859375
25.5,-3.91861979166667
26,-3.95833333333333
26.5,-3.982421875
27,-3.99479166666667
27.5,-3.99934895833333
28,-4
28.5,-4.00032552083333
29,-4.00260416666667
29.5,-4.0087890625
30,-4.02083333333333
30.5,-4.04069010416667
31,-4.0703125
31.5,-4.11165364583333
32,-4.16666666666667
32.5,-4.23665364583333
33,-4.3203125
33.5,-4.41569010416667
34,-4.52083333333333
34.5,-4.6337890625
35,-4.75260416666667
35.5,-4.87532552083333
36,-5
36.5,-5.12467447916667
37,-5.24739583333333
37.5,-5.3662109375
38,-5.47916666666667
38.5,-5.58430989583333
39,-5.6796875
39.5,-5.76334635416667
40,-5.83333333333333
40.5,-5.88834635416667
41,-5.9296875
41.5,-5.95930989583333
42,-5.97916666666667
42.5,-5.9912109375
43,-5.99739583333333
43.5,-5.99967447916667
44,-6
